date,corridor,target_source_quote_date,signal_id,signal_name,rate,ret_1,ret_5,abs_ret1_q80_prev60,abs_ret5_q80_prev60,rate_lag_5,range_5,range_6,event_gap_days,good,future_regret_bps,centered_benefit_bps,signal_magnitude_bps
2019-03-08,KZT_RUB,2019-03-08,M04,Пять обновлений в узком диапазоне,0.173829,-0.0019807778428466705,-0.01086276161103461,0.005109961859504299,0.013116288580574011,0.175738,0.003908388745217746,0.010940444590478323,42.0,True,77.31736361596809,3.138388987703816,39.08388745217746
2019-03-19,AMD_RUB,2019-03-19,M01,Заметное изменение за пять обновлений,0.133037,-0.00913871179169401,-0.01605674220460329,0.005149055316215901,0.0104024222708079,0.135208,0.010870911470341244,0.016174434559102047,,False,152.138126987229,12.24437848964801,160.5674220460329
2019-03-19,KGS_RUB,2019-03-19,M01,Заметное изменение за пять обновлений,0.92716,-0.010766592940418263,-0.021291419040883386,0.0047176955101113196,0.009349910774774274,0.94733,0.016806030100110256,0.021492627648661805,,False,165.4083437594376,30.280351320895928,212.91419040883386
2019-03-19,KZT_RUB,2019-03-19,M01,Заметное изменение за пять обновлений,0.171865,-0.003594515465112913,-0.01426990071865708,0.004775843459532947,0.012541579395059933,0.174353,0.012320508908675804,0.01435968668025563,,False,198.1206179268607,-22.253996014052156,142.6990071865708
2019-03-19,TJS_RUB,2019-03-19,M01,Заметное изменение за пять обновлений,6.854200000000001,-0.011213327312883603,-0.021292758291781455,0.005052523379482033,0.009355246491764512,7.00332,0.01732546830854807,0.02147949015019209,,False,148.41994689387766,38.30669858545395,212.92758291781456
2019-03-19,UZS_RUB,2019-03-19,M01,Заметное изменение за пять обновлений,0.00772486,-0.011479838302043466,-0.020188913537873443,0.005035573799710025,0.010282786750158923,0.00788403,0.016794754731030405,0.020346462101300266,,False,150.96713726850768,31.598362700683964,201.88913537873444
2019-03-26,AMD_RUB,2019-03-26,M03,Возвращение к уровню пяти обновлений назад,0.132742,0.013197163640249476,-0.002217428234250529,0.005419380310596501,0.01370623540968956,0.133037,0.013114361173602653,0.01532872697345998,40.0,False,53.33654758855422,11.14418932651731,22.174282342505293
2019-03-26,TJS_RUB,2019-03-26,M03,Возвращение к уровню пяти обновлений назад,6.839799999999999,0.012480219791606517,-0.0021009016369527567,0.005749695095466124,0.011462593119243004,6.854200000000001,0.012853076952738957,0.014950543285372209,33.0,False,51.317289979237735,20.384329266355284,21.009016369527565
2019-03-27,KGS_RUB,2019-03-27,M03,Возвращение к уровню пяти обновлений назад,0.919976,-0.005131277433950365,0.0006177888380349827,0.0055168777711434025,0.011624341049974674,0.919408,0.014054574073500994,0.014050055250986236,,True,0.0,66.40258650476362,6.1778883803498275
2019-03-27,UZS_RUB,2019-03-27,M03,Возвращение к уровню пяти обновлений назад,0.00766419,-0.0040595522277506735,-0.001945532892397961,0.005919848385601778,0.013758628602616119,0.00767913,0.011396119385427766,0.011389103087993962,,True,0.0,60.48267195347957,19.455328923979607
2019-03-29,AMD_RUB,2019-03-29,M01,Заметное изменение за пять обновлений,0.133254,0.004159696161323945,0.015578080938952965,0.005648780782521224,0.013402696749006184,0.13121,0.016932504212347814,0.016956826049397664,10.0,False,19.511609407598286,-28.116945853197805,155.78080938952965
2019-03-29,KGS_RUB,2019-03-29,M01,Заметное изменение за пять обновлений,0.928384,0.0027997649580036033,0.018161399568337844,0.005679176000595998,0.010975204762267434,0.911824,0.017518592631130776,0.01799046700797134,10.0,False,10.265148903901636,-24.92132961612837,181.61399568337845
2019-03-29,TJS_RUB,2019-03-29,M01,Заметное изменение за пять обновлений,6.86635,0.0024336903329791326,0.01686493979240189,0.005933368941551276,0.010878393477981365,6.75247,0.016247498975554556,0.0167189930432957,10.0,False,10.252900012377824,-18.25532583064292,168.6493979240189
2019-03-29,UZS_RUB,2019-03-29,M01,Заметное изменение за пять обновлений,0.00772596,0.003232018407831605,0.01547269802214446,0.005725846752005737,0.012663119930574944,0.00760824,0.014887385580812382,0.015352606543594252,10.0,False,10.277040005384034,-25.01787719459632,154.7269802214446
2019-04-03,AMD_RUB,2019-04-03,M01,Заметное изменение за пять обновлений,0.134441,-0.00038663722275511514,0.0182301528394202,0.0058588647982984465,0.013725621907257013,0.132034,0.013408016961029272,0.018444390550031293,5.0,False,123.3998556987819,-93.85018507256504,182.301528394202
2019-04-03,KZT_RUB,2019-04-03,M01,Заметное изменение за пять обновлений,0.172396,0.001237055923058561,0.016563769628568314,0.005646205350777755,0.01426990071865708,0.169587,0.015039255203243241,0.016442686204592164,15.0,False,144.60892364091947,-91.55474706276281,165.63769628568315
2019-04-03,UZS_RUB,2019-04-03,M01,Заметное изменение за пять обновлений,0.00777621,-0.0012163356315696428,0.01461602595969036,0.005919848385601778,0.013977295270526824,0.00766419,0.010929564569041072,0.015719694559955637,5.0,False,198.0270594544136,-85.68923345804443,146.1602595969036
2019-04-05,KZT_RUB,2019-04-05,M01,Заметное изменение за пять обновлений,0.172721,0.005091768211072711,0.017064826319167725,0.005622035024972183,0.014669541044676306,0.169823,0.012929770928430855,0.016890293715097298,2.0,False,163.15329346171077,-102.8799191132541,170.64826319167724
2019-04-08,KGS_RUB,2019-04-06,M04,Пять обновлений в узком диапазоне,0.93673,0.001209921355111776,0.010026621926590762,0.0056250765907784675,0.013681437781999197,0.927431,0.003884826178876479,0.010471843007979122,34.0,False,209.5267579772181,-92.08365222742992,38.84826178876479
2019-04-08,TJS_RUB,2019-04-06,M04,Пять обновлений в узком диапазоне,6.932399999999999,0.000679880306422298,0.01065559072268174,0.005914854902350442,0.01377128857258062,6.859310000000001,0.0045004916321465865,0.011083457101496554,34.0,False,229.14142288384747,-85.05562075085363,45.00491632146586
2019-04-09,UZS_RUB,2019-04-09,M04,Пять обновлений в узком диапазоне,0.0077493,-0.0027949998841850787,-0.0046726811274031554,0.005531845118409697,0.014036698022760242,0.00778568,0.004488487667032883,0.005705706608187073,34.0,False,237.95697675919052,-74.29153380349291,44.88487667032883
