corridor,date,rate_t,favourability_percentile_90,past_best_5,past_advantage_5,predicted_rate_h1,predicted_rate_h2,predicted_rate_h3,predicted_rate_h4,predicted_rate_h5,predicted_future_best_5,predicted_regret_5,actual_future_best_5,actual_regret_5
AMD_RUB,2025-07-31,0.2132,0.19999999999999996,0.204344,-0.043338683788122,0.2132977855561397,0.2132720019215505,0.2132550850577924,0.2136476358679287,0.2136264142993674,0.2132550850577924,0.0,0.207721,0.025698874296435328
AMD_RUB,2025-08-01,0.209255,0.33333333333333337,0.20551,-0.018222957520315306,0.2087852684641292,0.20886564742592,0.209428330219602,0.209510610350277,0.2096354171292027,0.2087852684641292,0.002244780463409683,0.20692,0.01115863420228909
AMD_RUB,2025-08-02,0.209435,0.3111111111111111,0.207201,-0.010781801246133049,0.2096074922767355,0.209665864241976,0.2094998016342123,0.2095196589900588,0.2097206496722568,0.2094998016342123,0.0,0.20692,0.012008499056986735
AMD_RUB,2025-08-05,0.207721,0.4111111111111111,0.207359,-0.001745764591843138,0.2075498659672873,0.2076182296632611,0.2077075891949029,0.2077917168956949,0.2079766985626384,0.2075498659672873,0.000823864860619211,0.20692,0.003856133948902596
AMD_RUB,2025-08-06,0.208445,0.3666666666666667,0.207721,-0.0034854444182340853,0.2086249034525766,0.2087227044457183,0.2084954910792363,0.208616739485175,0.2086739845231897,0.2084954910792363,0.0,0.20692,0.007316078581880106
AMD_RUB,2025-08-07,0.209006,0.3222222222222222,0.207721,-0.006186182427390627,0.2091096583467648,0.2091676098091625,0.2090566836958699,0.2092323939706412,0.2092545133119053,0.2090566836958699,0.0,0.20692,0.009980574720342979
AMD_RUB,2025-08-08,0.20692,0.5444444444444445,0.207721,0.003856133948902596,0.2066029884371301,0.2067204230753811,0.2069239092859943,0.2070617057485173,0.2071883021423663,0.2066029884371301,0.0015320489216600402,0.207538,0.0
AMD_RUB,2025-08-09,0.207981,0.37777777777777777,0.20692,-0.005127585540305463,0.208180612206165,0.2082797280575237,0.2081356632757302,0.2082274171128666,0.2083778168631217,0.2081356632757302,0.0,0.207538,0.0021300022598218058
AMD_RUB,2025-08-12,0.207695,0.4222222222222223,0.20692,-0.0037454088536632416,0.2076075257189273,0.2076952898953198,0.2077180912159886,0.2078531887724117,0.207942142639914,0.2076075257189273,0.0004211670048518113,0.207538,0.0007559161270131226
AMD_RUB,2025-08-13,0.208101,0.34444444444444444,0.20692,-0.005707519814421106,0.2082162356187661,0.2083795473888633,0.2083429268868683,0.2084263584576766,0.208512020175896,0.2082162356187661,0.0,0.207538,0.002705417081128913
AMD_RUB,2025-08-14,0.207538,0.4555555555555556,0.20692,-0.0029866615116953773,0.207482729951496,0.2075219218912626,0.2076199676046364,0.2076947281933069,0.2078071034700484,0.207482729951496,0.0002663129089805362,0.207993,0.0
AMD_RUB,2025-08-15,0.207993,0.34444444444444444,0.20692,-0.0051855789677170815,0.2081119617571164,0.2083486420495192,0.2081798439932779,0.2082807138901702,0.2083617221118531,0.2081119617571164,0.0,0.208881,0.0
AMD_RUB,2025-08-16,0.208881,0.2666666666666667,0.207538,-0.00647110408696244,0.2090853073602381,0.2092812995941342,0.2091726023661297,0.2091969362558892,0.2093604830262434,0.2090853073602381,0.0,0.209276,0.0
AMD_RUB,2025-08-19,0.209841,0.1777777777777778,0.207538,-0.011096763002438106,0.2100733112293999,0.2103408530904961,0.2102065858889506,0.2102845845428358,0.2103141666977983,0.2100733112293999,0.0,0.209276,0.002692514808831496
AMD_RUB,2025-08-20,0.209799,0.18888888888888888,0.207538,-0.010894390424886108,0.2097865804278105,0.2100097099676361,0.2099908947932025,0.2101484208465344,0.2101548295233057,0.2097865804278105,5.919748039553923e-05,0.209276,0.0024928622157399387
AMD_RUB,2025-08-21,0.209276,0.21111111111111114,0.207538,-0.008374369994892451,0.2092386704373167,0.2093972184281319,0.209432793670897,0.2094988998436337,0.2095972123215747,0.2092386704373167,0.0001783747906271692,0.209707,0.0
